編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2006-02-16 00:40:05,121.88,24.41,3.5,15.2,4,宜蘭南澳地震站東方  13.1  公里(宜蘭南澳地震站東方  13.1  公里)
小區域有感地震,2006-02-16 00:16:51,121.92,24.49,3.8,12.3,4,宜蘭蘇澳地震站南偏東方  14.9  公里(宜蘭蘇澳地震站南偏東方  14.9  公里)
小區域有感地震,2006-02-12 16:07:04,121.78,24.42,3.1,10.9,3,宜蘭南澳地震站東偏南方  3.0  公里(宜蘭南澳地震站東偏南方  3.0  公里)
小區域有感地震,2006-02-12 15:11:09,121.79,23.86,4,46,1,花蓮市地震站東偏南方  22.2  公里(花蓮市地震站東偏南方  22.2  公里)
小區域有感地震,2006-02-12 08:31:50,121.57,23.22,3.7,29,2,台東成功地震站東偏北方  24.4  公里(台東成功地震站東偏北方  24.4  公里)
小區域有感地震,2006-02-10 04:22:27,121.46,23.97,3,17.1,2,花蓮市地震站西方  15.7  公里(花蓮市地震站西方  15.7  公里)
010   ,2006-02-07 23:41:55,121.78,24.81,4.8,89.5,2,宜蘭市地震站北偏東方  5.6  公里(宜蘭市地震站北偏東方  5.6  公里)
009   ,2006-02-06 01:04:09,120.95,24.35,3.9,7.2,2,苗栗三義地震站東偏南方  19.7  公里(苗栗三義地震站東偏南方  19.7  公里)
008   ,2006-02-05 21:53:28,121.47,23.93,3.7,18.9,4,花蓮西林地震站北方  13.5  公里(花蓮西林地震站北方  13.5  公里)
小區域有感地震,2006-02-04 08:32:09,121.36,23.19,3.6,20,2,台東成功地震站北方  10.6  公里(台東成功地震站北方  10.6  公里)
小區域有感地震,2006-02-03 22:52:00,121.75,24.39,2.5,9.1,3,宜蘭南澳地震站南方  3.7  公里(宜蘭南澳地震站南方  3.7  公里)
小區域有感地震,2006-02-03 11:12:50,120.97,23.87,3.4,14.2,1,南投名間地震站東方  28.1  公里(南投名間地震站東方  28.1  公里)
小區域有感地震,2006-02-02 03:30:38,121.32,23.4,3.3,9.2,2,花蓮玉里地震站北偏東方  5.5  公里(花蓮玉里地震站北偏東方  5.5  公里)
小區域有感地震,2006-02-01 16:19:53,121.69,24.24,2.9,14.8,2,花蓮秀林地震站北偏東方  20.0  公里(花蓮秀林地震站北偏東方  20.0  公里)
小區域有感地震,2006-02-01 15:36:19,121.78,24.29,3,10,2,宜蘭南澳地震站南偏東方  15.8  公里(宜蘭南澳地震站南偏東方  15.8  公里)
007   ,2006-01-30 13:49:56,121.83,24.29,4.1,11.5,4,宜蘭南澳地震站南偏東方  16.7  公里(宜蘭南澳地震站南偏東方  16.7  公里)
006   ,2006-01-30 09:42:41,121.65,24.14,4.2,35,2,花蓮秀林地震站東北方  7.8  公里(花蓮秀林地震站東北方  7.8  公里)
小區域有感地震,2006-01-28 22:02:54,121.3,22.59,4.4,38.4,2,台東市地震站東南方  22.8  公里(台東市地震站東南方  22.8  公里)
小區域有感地震,2006-01-27 19:25:13,121.51,24.03,2.7,19.1,2,花蓮秀林地震站西偏南  11.5  公里(花蓮秀林地震站西偏南  11.5  公里)
小區域有感地震,2006-01-27 00:50:05,121.1,24.11,3.5,12.7,2,台中德基地震站南偏西方  16.8  公里(台中德基地震站南偏西方  16.8  公里)
小區域有感地震,2006-01-26 23:10:59,122.29,25.32,5.4,255.6,1,基隆市地震站東偏北方  55.0  公里(基隆市地震站東偏北方  55.0  公里)
小區域有感地震,2006-01-23 17:27:10,121.88,24.4,3.3,10.9,4,宜蘭南澳地震站東偏南方  13.9  公里(宜蘭南澳地震站東偏南方  13.9  公里)
005   ,2006-01-23 12:18:57,122.29,24.01,4.9,17.6,2,花蓮市地震站東方  69.4  公里(花蓮市地震站東方  69.4  公里)
小區域有感地震,2006-01-22 16:37:53,121.19,23.19,2.8,6.1,2,台東利稻地震站東方  16.4  公里(台東利稻地震站東方  16.4  公里)
004   ,2006-01-22 15:07:37,122.32,23.96,4.9,5.8,2,花蓮市地震站東方  72.1  公里(花蓮市地震站東方  72.1  公里)
小區域有感地震,2006-01-22 11:36:20,121.82,24.4,2.8,13.5,3,宜蘭南澳地震站東偏南方  8.1  公里(宜蘭南澳地震站東偏南方  8.1  公里)
小區域有感地震,2006-01-21 12:04:16,121.86,24.48,3.4,17.2,3,宜蘭南澳地震站東偏北方  12.3  公里(宜蘭南澳地震站東偏北方  12.3  公里)
小區域有感地震,2006-01-20 10:54:10,121.49,23.16,3.8,26.2,3,台東成功地震站東偏北方  13.8  公里(台東成功地震站東偏北方  13.8  公里)
小區域有感地震,2006-01-20 04:44:51,122.35,24.52,4.4,67,2,宜蘭蘇澳地震站東方  50.7  公里(宜蘭蘇澳地震站東方  50.7  公里)
小區域有感地震,2006-01-17 16:26:20,121.93,24.42,3.2,10.4,3,宜蘭南澳地震站東方  18.4  公里(宜蘭南澳地震站東方  18.4  公里)
小區域有感地震,2006-01-15 17:54:50,121.07,22.84,3.3,13,3,台東市地震站西北方  12.6  公里(台東市地震站西北方  12.6  公里)
小區域有感地震,2006-01-15 13:11:44,121.49,22.65,3.6,21,3,台東市地震站東偏南方  36.6  公里(台東市地震站東偏南方  36.6  公里)
小區域有感地震,2006-01-14 20:49:00,121.36,23.22,3.1,12.6,2,台東成功地震站北方  13.2  公里(台東成功地震站北方  13.2  公里)
小區域有感地震,2006-01-14 11:37:59,121.33,23.21,3.2,11.9,3,台東成功地震站北偏西方  13.2  公里(台東成功地震站北偏西方  13.2  公里)
003   ,2006-01-14 10:41:57,121.54,23.95,3.4,5.3,4,花蓮市地震站西偏南  8.3  公里(花蓮市地震站西偏南  8.3  公里)
小區域有感地震,2006-01-13 00:22:18,121.6,24.34,3.2,21.2,3,宜蘭南澳地震站西偏南  17.7  公里(宜蘭南澳地震站西偏南  17.7  公里)
小區域有感地震,2006-01-10 03:44:06,120.51,23.03,3.7,18.5,2,高雄甲仙地震站西偏南  9.6  公里(高雄甲仙地震站西偏南  9.6  公里)
小區域有感地震,2006-01-09 18:39:55,121.75,24.59,4.2,68,2,宜蘭蘇澳地震站西偏南  11.3  公里(宜蘭蘇澳地震站西偏南  11.3  公里)
小區域有感地震,2006-01-09 13:20:15,121.8,24.41,3.1,12.4,3,宜蘭南澳地震站東偏南方  5.1  公里(宜蘭南澳地震站東偏南方  5.1  公里)
小區域有感地震,2006-01-09 01:27:58,121.39,23.19,3.3,21.8,2,台東成功地震站北偏東方  9.9  公里(台東成功地震站北偏東方  9.9  公里)
小區域有感地震,2006-01-09 01:17:49,121.84,24.48,3.1,18,3,宜蘭南澳地震站東偏北方  10.6  公里(宜蘭南澳地震站東偏北方  10.6  公里)
002   ,2006-01-09 01:01:38,121.4,23.21,5.1,21.7,4,台東成功地震站北偏東方  12.6  公里(台東成功地震站北偏東方  12.6  公里)
小區域有感地震,2006-01-08 20:55:54,121.71,23.72,3.3,29.1,1,花蓮西林地震站東偏南方  28.9  公里(花蓮西林地震站東偏南方  28.9  公里)
小區域有感地震,2006-01-08 19:50:34,121.43,23,3.2,16.2,2,台東成功地震站南偏東方  12.5  公里(台東成功地震站南偏東方  12.5  公里)
小區域有感地震,2006-01-08 17:15:52,121.42,23.19,3.2,22.4,2,台東成功地震站北偏東方  11.1  公里(台東成功地震站北偏東方  11.1  公里)
001   ,2006-01-08 14:00:30,121.4,23.19,3.6,24,3,台東成功地震站北偏東方  10.9  公里(台東成功地震站北偏東方  10.9  公里)
小區域有感地震,2006-01-07 19:52:41,121.99,24.62,4.5,64.9,2,宜蘭蘇澳地震站東方  13.4  公里(宜蘭蘇澳地震站東方  13.4  公里)
小區域有感地震,2006-01-06 00:22:14,121.8,24.41,3.1,13.4,3,宜蘭南澳地震站東偏南方  5.7  公里(宜蘭南澳地震站東偏南方  5.7  公里)
小區域有感地震,2006-01-05 16:05:56,121.72,22.57,4.2,15.6,2,台東市地震站東偏南方  61.2  公里(台東市地震站東偏南方  61.2  公里)
小區域有感地震,2006-01-03 23:21:12,121.48,23.93,2.9,15.2,3,花蓮西林地震站北偏東方  13.1  公里(花蓮西林地震站北偏東方  13.1  公里)
小區域有感地震,2006-01-02 11:34:28,122.26,24.72,4.2,5.3,2,宜蘭蘇澳地震站東偏北方  42.1  公里(宜蘭蘇澳地震站東偏北方  42.1  公里)
小區域有感地震,2006-01-01 10:49:28,121.75,24.23,3.1,10.1,2,宜蘭南澳地震站南方  21.7  公里(宜蘭南澳地震站南方  21.7  公里)
